Biol.Rep,Tracer,GroupLevel1,3PG 185.06/97.06,Lactate 89.07/89.07,Malate 133.09/115.09,Taurine 124/80,3PG 186.06/97.06,Lactate 90.07/90.07,Malate 134.09/116.09,Malate 135.09/117.09,Taurine 126/82,Taurine 128/80
2.0,5-13C-Glc,G7Q2,0.7775734600212981,0.6986738284058195,0.9307218837067892,1.0,0.2224265399787019,0.3013261715941805,0.0608941648301251,0.0083839514630857,1.0,1.0
3.0,5-13C-Glc,G7Q2,0.6760561068897589,0.7669488433743475,0.8944201614134316,1.0,0.3239438931102411,0.2330511566256524,0.0959235359881427,0.0096563025984255,1.0,1.0
4.0,5-13C-Glc,G7Q2,0.7054857367092132,0.7436737735703716,0.9199739774516362,1.0,0.2945142632907868,0.2563262264296284,0.072970470980188,0.0070555515681757,1.0,1.0
1.0,5-13C-Glc,G9Q2,0.798497521520186,0.6879597688021978,0.900389839787422,1.0,0.2015024784798139,0.3120402311978023,0.0915043754215456,0.0081057847910322,1.0,1.0
2.0,5-13C-Glc,G9Q2,0.7428931916034355,0.7790560471090269,0.893581511891983,1.0,0.2571068083965646,0.2209439528909731,0.0967891920837583,0.0096292960242587,1.0,1.0
3.0,5-13C-Glc,G9Q2,0.7369211710146875,0.7124147664100614,0.8916927315262266,1.0,0.2630788289853125,0.2875852335899385,0.0997822145800284,0.0085250538937448,1.0,1.0
4.0,5-13C-Glc,G9Q2,0.7741083915199647,0.6994852674978346,0.8696883492814337,1.0,0.2258916084800354,0.3005147325021654,0.1177066862683664,0.0126049644502,1.0,1.0
1.0,5-13C-Glc,G11Q2,0.6279491788747493,0.7379947805953814,0.8441581950968051,1.0,0.3720508211252507,0.2620052194046186,0.1421784971575144,0.0136633077456804,1.0,1.0
2.0,5-13C-Glc,G11Q2,0.7861695540709469,0.7148093264561383,0.8995145426755822,1.0,0.2138304459290531,0.2851906735438617,0.0910542680693521,0.0094311892550656,1.0,1.0
3.0,5-13C-Glc,G11Q2,0.7076800730274316,0.7214958334210397,0.8255283664287614,1.0,0.2923199269725684,0.2785041665789603,0.1573361133847564,0.017135520186482,1.0,1.0
4.0,5-13C-Glc,G11Q2,0.6636482014226922,0.6640763642937387,0.823935723480855,1.0,0.3363517985773078,0.3359236357062613,0.1599501302589906,0.0161141462601543,1.0,1.0
